target,text
0,@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now 
0,I hate the fact that I'm genuinely excited about my last tweet 
0,@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though 
0,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
0,got highly bored today scanning 24 pages for daddy. Had to do it! 
0,@vernonhamilton You're a stranger   
0,@toddlington only a quarter of a percent babe  darn
0,@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!
0,gonna try to get some sleep in this hotel room 
0,rt @KimKardashian Khloe just got fired from the Apprentice 
0,@mouthsex i asked everyone how they were doing yesterday and not a single tweet back 
0,There's an inch of snow on the ground (and counting). I'm worried about the poor flowers 
0,@dweeman why aren't you a happy camper? 
0,I'm doing my homework. It's gosh darn hard!! 
0,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. "
0,"@lovebscott Nope, I'm Right Along Wit' You! "
0,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. 
0,"@danphelan Urgh, it was just the video, and they cut the Robots part!!! "
0,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize "
0,Meat Week Day 3: Tummy hurts every night 
0,Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. 
0,On the phone with the bestie than shower.. Confused I don't know what to do 
0,"@simX Yeah. I always slow down at the end  ï¿½ï¿½also, take that! I win."
0,@sensesdestroyer I wanna go to lamb of god 
0,On a 2-day work-week..fast-forward to Thursday please 
0,@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u 
0,@onlysweeter I don't know the dance. 
0,is afraid that her G.I. notes will not read themselves. 
0,Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! 
0,is ready to go to bed..long day tomorrow 
0,Very tired this morning - no idea why! Great start to the day 
0,misses him right now. i need a hug 
0,Foot is out of commission  ouch! Running this morning did not help...not smart.
0,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night "
0,@cmykevin ooh nice! but williams sonoma already got to me. 
0,@hutsoncap  everything alright?
0,"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad "
0,Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? 
0,Good morning for a very rainy France  No gardening for me today.
0,congested nose 
0,@dnwallace - I am shuddering and shaking too 
0,"Sorting brekkie for the kids then off to the horrible place called work, boohoo "
0,Where's Derrick  http://ff.im/-1XWXs
0,Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... 
0,@onlytosee Twitter's been doing that to me tooo. 
0,@pealuh I think I need to go to Twitterholics Anonymous...... 
0,i forgot how to sleep 
0,i miss my old friends from elementary ans middle school 
0,looks like i've missed out on yet another job  someone please employ me! Haha
0,Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night 
0,"@amyserrata he wrote most of the album, but ironically, the singles he did not write "
0,Someone PLEASE take Gossip Girl away from me. I'm addicted 
0,Horrible sore throat  hurts
0,@almostcool i'm off now 
0,headache 
0,seattle is in tents! i miss my T.O. peepz tho 
0,We failed that song 
0,"Today was a less interesting day on Twitter. @cboyack , @igeldard , and @iidiocracy were all kind of quiet today "
0,@CourtneyBrwn awww thanks.. i hate being sick 
0,i forgot my phone in my car but i'm too scared to go outside and get it. 
0,"@KevinPeterson the 2G cases were like that. But scratches don't void your warrenty, dents do... As I found out "
0,"I have chapped lips, boo "
0,@Kimboinlimbo no chance of that coming back when it'd be 20 mins faster than the Javelins though 
0,"packing my overnight bag for tomorrow, going to the hospital "
0,@Glavas lol.  U read my bio but spelt my name wrong           DARYLO ... Ahem ;)
0,"Guten Morgen. Up and off to get ready to go to Phantasialand, Cologne. Yay! But booooo, last park of holiday "
0,I have to work alone on Saturday    ...anyone wanna come keep me company? COUGH COUGH.
0,ok... maybe i'll sleep for an hour or two. Then I MUST rise to work on my thesis 
0,"@TiffinyHogg I heard Timewarp was fantastic! Gutted I missed it, was playing @ egg "
0,zurich does not have smelly bags anymore 
0,Now I'm down to 10% battery! 
0,"OMG, more than 360 people is the death toll in Italy "
0,@TheBlondeTheory  ditch in another parish. Some really sick people in this world. 
0,AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy 
0,@ekim1406 hehehe too bad they were separated 
0,"Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack "
0,@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  
0,@DanielCalderonL yeaah I hate that! 
0,@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.
0,@childhoodflames whats wrong! 
0,"Off to bed now, sick n can't sleep but will try w/ help of meds :s "
0,Blip.fm is down...I'm going back to normal tweeting for a while. 
0,"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)"
0,@shresthayash  ouch I can just imagine a toothpic in the eye or something 
0,"Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh "
0,@PaulTeeter we passed by the border 
0,"Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good..."
0,Just got back from the hospital. BF's nephew might have meningitis 
0,driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer 
0,i miss my bcd friends 
0,I need to find a battery for an Elinchrom Ranger.  Nobody in Canada has any in stock 
0,Won't be tweeting much tonight   Maybe all tweets will come out in form of Tweet vomit later at about 1 in the morning.
0,I need some selsun blue...pretty sure i have a small spot of haole rot 
0,I think im coming down with something. 
0,Feeling light headed and gross 
0,thanks chaffie... thousand apologies. please fogive me 4 i have sinned. 
0,"@ItsChelseaStaub Goodnight, Chels. And sorry about the major layout-delay.  &lt;3"
0,"@Coll_aka_Aubrey Oh, you were joking? Well now I'm crushed! I was totally gonna stand in the middle of a field and wave my arms! "
0,Is waitin for th break down service as somethin fallen of my car. I've got my hot water bottle with me. Feel such a twat 
0,@HolyJaw all in the middle if the night. I've committed myself to installing windows 7 with boot camp but I'm already having issues 
0,poor Sandra Cantu. My heart goes out to her family and friends. Rest in Peace Little One! 
0,I feel soooo bad for my doglet!  She is not understanding why her mouth is so sore!  Poor little thing 
0,is very disappointed. 
0,"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  "
0,@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night
0,"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote "
0,equinux.com just crashed safari tks you! 
0,"Just bought Sour gummi worms, peach gummi O's, and cheeto puffs... AND a 44 ounce soda... I'm such a fat ass  Had a huge dinner too."
0,Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.
0,my paronychia hurts 
0,http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.
0,i &lt;3 CIGS..RIP 
0,Just did 5km on the tready and want to die... I'm not built for running... 
0,"@Skunkie Sorry, I guess sarcasm is hard to show in 130 characters.  "
0,"has to flip his lifestyle around, goodbye to sleeping in  and hello work at 6am!"
0,Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.
0,is missing his favourite friend 
0,@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL)
0,Too tired to leave bed. 
0,"ooh...hungry... before anything creeps out of the kitchen with legs...and/or arms...*attacks fridge* ah, cold chicken how exciting "
0,Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. 
0,@kcarruthers I'm only 540 years old in pixie years. 
0,"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them "
0,or should i say my brain needs to optimise my neural search pathways to find my muscles again 
0,@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday 
0,@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.
0,"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom..."
0,@GillianMe Yeah he was 
0,Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;)
0,right got a stinking headache but I need to run I'm not a happy bunny 
0,Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?
0,slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards 
0,"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive."
0,i cant sleep ugghhh 
0,"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  "
0,im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! 
0,"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... "
0,I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars 
0,"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought "
0,Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down 
0,@jdpeterson  hope you feel better. why cali?
0,"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. "
0,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now 
0,is extremely hungry 
0,@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone 
0,just what am I supposed to think? 
0,Jammed my finger and it hurts really badly. 
0,"had a flu shot at work, now my arm hurts "
0,"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. "
0,Still feel feckin arseholed...a sign of old age me thinks 
0,In bed. Finally!  Long day tomorrow 
0,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? 
0,Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/
0,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults "
0,Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. 
0,whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name
0,am trying to fit all my stuff in a tiny bag so i can take it on as hand luggage. dont think its gonna work 
0,has just said goodbye to her hubby who is off globe trotting away 
0,@ChauV I has so many things to do 
0,@bkGirlFriday dude it snowed here today...cant imagine the weather in hawaii right now 
0,@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!
0,I need a holiday  only one day off this year.
0,Got to do Spanish revision today 
0,why does stik-o have to be chocolate?! 
0,"@ktml I think its iTunes fault I cant download it on my Mac now &quot;store busy&quot;   if you got it, anything awesome in the camerakit update?"
0,Early Twitter Buzz: Star Trek Has Secret Premiere in Austin - http://is.gd/r9vr Holy crap! Wish I was there... 
0,"traffic not as bad as normal, so super early for meeting "
0,yo that was hella weird my twitter got deleted 
0,I cant sleep. Missing the person I love most for the past 7yrs of my life. If only... 
0,i don't wanna leave CO! 4:15 am is coming too soon!! 
0,"Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner?  http://twitpic.com/2y5bz"
0,@DuncanMacrae hmmm well good luck with that.....  
0,Caught myself looking up the iphone. Promised I wouldn't torcher myself as I still have 6 months left on my current contract 
0,Wants her camera back! 
0,tks pa 4 &quot;tapauing&quot; croissant tuna knowing dat Ive back-to-back meetings since morning  &amp; Zuraidah tks 4 buying my FAV STARBUCK MOCHA FRAP
0,"@RussyRhubarb A new twitter name without telling me? Boo. By the way, I think Oberon is dead  Haven't seen him for ages..."
0,@Djteck Mean 
0,In work  sooo bored !
0,@d_TRIX my mom just had a root canal also...i feel your pain buddy! 
0,"Guess what? My Dad is PREGNANT!!! lol nah, the doctor does have to give him an epidural for his chronic back pain, though. "
0,@Sir_Almo it wont let me play DOH keeps saying user not valid 
0,@valonthecoast LOL awwww....I'm sorry you're stuck n bored...Yes hun I thought you be trying to keep yourself entertained...can't be easy 
0,Early morning meetings 
0,"@joshsharp no money yet, i dont know anyone who has  maybe its all just a lie!! hes having us on so we all like him a little bit more lol"
0,watching tv. trying to sleep. not working. 
0,@ilovedt that's what I thought. Bummer! 
0,"Dad was admitted to hospital yesterday, so want to fly to Cape Town to visit... R1900 for monday return ticket on #Kulula "
0,i want a guy like carmello or jimmy 
0,Work today 
0,@EvilUnicorn im not on aim rn 
0,"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. "
0,Passed out last night while mum was puttin cream on my.tattoo 
0,"Good morning world, couldn't sleep tonight  Copenhagen doesn't want to leave my head..."
0,i had a extravagant yet time conserving plan lined up for today.......which ive now forgotten 
0,wont get any rudd money   for those in doubt... http://calculators.ato.gov.au/scripts/axos/axos.asp?CONTEXT=&amp;KBS=ESB.xr4&amp;go=ok
0,@RebeccaMayne That does sound boring as hell becs 
0,I stayed up too late. Didn't get the design done like I wanted to 
0,No music today. Blip.fm is undergoing maintenance 
0,@anyshalyke oh you went clubbing without me   lol next time we can do it together
0,@bavster_twit u can't sip crap vodka! Nope not done #c25k got ominous knee pain - not good 
0,@shantelleb so has mine 
0,@DeiondraSanders I'm always up late. I wish I was a morning person but I'm not 
0,AHHHHHHH! Everyones doing laundry except me 
0,i hurt my leg! 
0,Downy weather  Where's the summer?
0,Craaaaap. My Macbook Pro is kernel panicking a lot now. I think I'm going to be forced into an upgrade sooner than this summer 
0,"@TyJaneTrev i agreee! clearly they only want attention, SORRY I COULDN'T CATCH THE TRAIN MATEEE "
0,@hebb I wish I could go to bed... 
0,ah..I hate flu..now its third day. guess what happened accidently I shaved my eye brows off. I need glasses 
0,has to study math 4 econ but isnt in the mood 
0,@marcellariley it was a repeat tonight for Gossip Girl 
0,Anybody willing to help me??? I've been trying to make a sad tune on the piano for a new song but it always ends up happy and bright  ???
0,and so the editing of 3000 wedding shots begins 
0,Ads not yet appeared  Google Adsense Team said it may delay 48 hrs on http://womenissues.info
0,Going to sleep... hoping to wake up and tommorow will be Wednesday instead of Tuesday... I really don't want to go to work 
0,@alissa_rules Basically.  I feel like I need to take better care of myself after seeing that fool.  No more juicin' for me 
0,@Schofe not off the side of the bridge I hope? 
0,watchin.. I'm not there. and missing heath ledger 
0,"@Indigored_hot  sorry your day was a waste, hope you found some good bits in it and YAY you are homeward bound."
0,"starting to resent always being struck by creativity after midnight, then having to get up for work in the morning "
0, Heroes is losing it's momentum ): come on writers pick it up!!!
0,its sprained!!  so glad im on holidays
0,@AiyerChitra Yikes! Now i have no clues what to do! 
0,gosh it`t 9:39 am and i am soooo tired &quot;yawn&quot; i want to go back to sleep but i can`t 
0,Went to the doctor's today and my blood sugar level was 178. 
0,@shelikescute that's so sad 
0,can't sleep. I don't like Sonny being gone. 
